StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q73,Q30,Q31,Q68,Q33,Q34,Q21_1,Q21_2,Q21_3,Q21_4,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q31_7,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,self_1,self_2,self_3,self_4,age,gender,race,Q36,Q36,workerId,condition
2022-02-13 13:31:39,2022-02-13 13:43:36,0,207.244.71.79,100,716,1,2022-02-13 13:43:36,R_1IRw1Kumh9YEE83,,,,,39.6566009521484375,-75.56610107421875,anonymous,EN,A3IEFYBAJDK48K,"I was in a competitive work space. The partners were competing on finances, roles among other things.",,5,5,They would not pay bills because they both felt the other needed to do so.,5,1,4,4,4,6,11,11,11,11,15,15,15,11,11,11,11,15,15,2,1,2,4,28,2,2,5,,A3IEFYBAJDK48K,competitive
2022-02-13 13:40:48,2022-02-13 13:43:44,0,67.247.137.9,100,175,1,2022-02-13 13:43:44,R_Xj03nd9nZBIvU2J,,,,,44.688995361328125,-75.48110198974609375,anonymous,EN,A1SEGJ030C2VML,,"I remember when a group of us had to work overnight on Christmas.  We ganged together, kept a good attitude, and got the work done.",5,5,"Everyone kept a good attitude.  We knew as soon as we got our work done, we'd be able to go home.",1,4,7,7,1,4,15,15,15,15,14,15,15,15,15,15,15,12,13,5,5,5,1,35,2,1,2,,A1SEGJ030C2VML,cooperative
2022-02-13 13:40:11,2022-02-13 13:44:29,0,71.161.75.28,100,257,1,2022-02-13 13:44:29,R_yVyLGmhjV9yyONr,,,,,44.2205047607421875,-72.21199798583984375,anonymous,EN,AAKV691LBCW7Z,"The organization I have long been involved with held (as required by our by-laws) our every 2 year election for officers.  The race for Treasurer became incredibly heated between the long-time incumbent and a new person who engaged in an aggressive and negative campaign, attacking the incumbent personally. ",,5,4,"They ran against each other in election.  One of the candidates engaged in very negative attacks on the other. ",5,1,2,2,6,7,12,11,11,11,13,14,15,11,11,12,11,15,14,2,2,2,5,63,1,3,4,,AAKV691LBCW7Z,competitive
2022-02-13 13:42:03,2022-02-13 13:44:34,0,50.50.112.176,100,150,1,2022-02-13 13:44:34,R_3KDrXOMUiI1VGkN,,,,,43.5500030517578125,-89.4738006591796875,anonymous,EN,A1QIH8DTVCY589,,I was working on a planogram. It took me all day.,5,5,"They helped me find my missing products.
They helped me move shelves.",1,4,4,4,4,4,13,13,13,13,13,13,15,13,13,13,13,13,13,1,1,1,5,31,2,1,4,,A1QIH8DTVCY589,cooperative
2022-02-13 13:40:18,2022-02-13 13:44:47,0,73.67.197.71,100,268,1,2022-02-13 13:44:47,R_W0gyTOUs3xQz8zf,,,,,45.7855072021484375,-122.69000244140625,anonymous,EN,A48EL0R0LJ9JL,,I'm recalling a particular committee meeting where we all worked together exceptionally well and cooperatively with excellent results.,5,4,People listened carefully to each other's thoughts about each application that we were judging. The opinions that were expressed were thoughtful and well reasoned. People were careful not to dominate the conversation or talk just to hear themselves talk.,1,4,4,3,5,6,11,11,11,12,14,14,15,11,11,11,11,14,14,4,3,2,4,62,2,1,6,,A48EL0R0LJ9JL,cooperative
2022-02-13 13:37:25,2022-02-13 13:44:48,0,172.58.84.170,100,443,1,2022-02-13 13:44:48,R_2t9iEPlYpqFdWaP,,,,,44.9833984375,-93.26219940185546875,anonymous,EN,A26L91YL0GDGD8,,During a snowstorm my boyfriend and I were at a corner where people were literally at their cars that were buried in snow.  Everyone was helping each other dig out one and move on to the next.,5,5,"It was really cool, people were smiling and laughing.  The older people were grateful.",1,4,5,2,4,7,12,12,11,12,15,15,15,11,11,11,11,15,15,1,1,2,5,55,2,1,3,,A26L91YL0GDGD8,cooperative
2022-02-13 13:41:00,2022-02-13 13:44:49,0,204.84.244.12,100,228,1,2022-02-13 13:44:50,R_1QKspqOwjTVN359,,,,,35.7633056640625,-78.70999908447265625,anonymous,EN,A3MX5N3YSES9Z,,I have been working for an organization at my school in a small group providing free of charge consulting services to a non profit organization. The project requires a lot of communication and teamwork among my group.,4,4,"At our meetings, we come with a list of ideas from a topic sent out over email, and we all share our opinions on how we should move forward with the deliverable. It can take a while to sort through competition ideas but we are overall good at compromising.",3,4,2,3,5,7,11,11,11,12,15,14,15,11,11,11,11,15,14,1,1,1,4,19,2,1,3,,A3MX5N3YSES9Z,cooperative
2022-02-13 13:33:21,2022-02-13 13:45:07,0,172.8.236.115,100,706,1,2022-02-13 13:45:08,R_2BnfmrvJaepzcY5,,,,,37.9835968017578125,-122.01629638671875,anonymous,EN,A30Y3Q0B3JJ4TM,There was a promotion at work where the person who opened the most checking accounts got a gift card. My fellow employees were ruthless and what I deemed to be way too aggressive to the point of being predatory towards my customers. It was very disturbing to witness.,,5,4,Employees aggressively tried to lure customers away from other employees.,5,1,6,5,2,3,12,12,12,12,13,13,15,12,12,12,13,13,13,2,2,2,4,57,2,1,3,,A30Y3Q0B3JJ4TM,competitive
2022-02-13 13:40:51,2022-02-13 13:45:09,0,73.244.48.228,100,258,1,2022-02-13 13:45:10,R_1BQ4PDRO9o5yTsf,,,,,25.8153076171875,-80.357696533203125,anonymous,EN,A2ZZPUA1HNTTCZ,The most competitive situation that I have been in the past year was playing fantasy football with my friends. We all want to be at the top of the league and are always looking for news and information that will give us an edge. We are very selfish and always try to choose the best available players without letting the other people to do so. There is also tons of trash talking and put downs throughout the course of the season.,,5,5,People made trades that improved their situation. People also withheld some information from others that they did not necessarily know at the time. This gave some people an unfair advantage over others.,5,1,6,6,5,5,12,13,13,13,15,13,15,13,13,13,13,14,14,2,2,3,3,32,1,4,6,The study was clear and easy to understand.,A2ZZPUA1HNTTCZ,competitive
2022-02-13 13:36:08,2022-02-13 13:45:17,0,71.33.158.119,100,549,1,2022-02-13 13:45:17,R_2P7rT0tztfpk8KL,,,,,39.7628021240234375,-105.02629852294921875,anonymous,EN,A2X56NAG5KQB1X,"Another group was trying to come up with something to show for a year of no results. The leader of that group outranked the leader of our group and they basically told us they were stealing our work and presenting as their own and to turn over our code. We stripped all comments out of our code and gave them a much older and less effective version, basically our pre-release version 1 code.",,5,5,People were stealing code from other groups or sabotaging their own code to hamper the other group.,5,1,5,5,5,4,13,13,13,12,12,14,15,12,12,11,12,13,14,1,1,2,3,44,1,1,4,,A2X56NAG5KQB1X,competitive
2022-02-13 13:38:30,2022-02-13 13:45:19,0,143.55.39.158,100,408,1,2022-02-13 13:45:19,R_3nilA9lVTA2BTrd,,,,,32.9658050537109375,-97.6865997314453125,anonymous,EN,A1URG4XSUU07AK,,"I was volunteering at a food bank this past summer and working towards a common goal with several other people. We worked hard to help each other out and accomplish our goals in a team-oriented way. There were no negative thoughts or actions, just positive attitudes.",5,5,"We helped unload trucks together in a cooperative manner. We also helped customers in need and if one of us was busy performing another task, another person jumped in to assist.",1,4,2,3,6,7,11,11,11,11,15,15,15,11,11,11,11,15,15,1,1,1,5,44,2,1,5,,A1URG4XSUU07AK,cooperative
2022-02-13 13:38:19,2022-02-13 13:45:36,0,107.143.67.180,100,436,1,2022-02-13 13:45:36,R_30q2GzDqwLEKdtb,,,,,39.958099365234375,-82.80680084228515625,anonymous,EN,A3F5A1881GCP67,"I recently vacated a job I had held for 15 years. I believe I am the one who was jealous. While I like the person who is taking my place I had a difficult time letting go. I’m now a part time consultant for this company as I still guide my replacement. ",,5,2,The person was too eager to take over and prove their worth. Several changes that were attempted had to be stopped to learn our company,4,1,3,5,5,6,11,11,11,13,14,13,15,11,11,12,11,14,14,2,4,2,2,66,2,1,3,,A3F5A1881GCP67,competitive
2022-02-13 13:33:54,2022-02-13 13:45:41,0,50.89.45.163,100,707,1,2022-02-13 13:45:42,R_1opCAUnF7uOgEoU,,,,,28.7115020751953125,-81.51349639892578125,anonymous,EN,A4DP9QI2225WM,,I do this every day at work.  I work alongside a team and with cooperation of doctors and nurses in order to get medicines approved by insurance companies.,4,5,"People exchanged and documented information in order to establish medical necessity of medications.  ",2,4,5,5,4,5,13,12,12,12,13,13,15,13,12,12,12,13,13,2,2,2,4,37,1,1,4,,A4DP9QI2225WM,cooperative
2022-02-13 13:37:10,2022-02-13 13:45:51,0,35.133.200.163,100,521,1,2022-02-13 13:45:51,R_3iR0eZKLDUpC86w,,,,,34.864593505859375,-82.0214996337890625,anonymous,EN,A1KAM5ZQ964VBE,"Due to the pandemic, I found a few instances where people were attempting to hoard various household items.  In one situation, I was at the store, and a woman attempted to take an item out of my cart!  It was the last can of antibacterial spray on the shelf, and she wanted it.  I left the aisle very quickly after telling her she should ask a clerk if there was more in the back of the store.  She was not happy.",,5,5,The woman wanted that can of spray and was ready to do whatever it took to get it!  I left before the atmosphere could have gotten ugly.,5,1,4,5,5,7,11,11,11,11,15,14,15,12,11,11,12,15,14,2,3,1,4,68,2,1,5,,A1KAM5ZQ964VBE,competitive
2022-02-13 13:41:06,2022-02-13 13:46:36,0,173.73.155.62,100,330,1,2022-02-13 13:46:37,R_2zMScI9Rnuovdie,,,,,38.886505126953125,-77.09110260009765625,anonymous,EN,AE298K1SUDSPK,My friends and I were playing darts and really going hard to win. there was some trash talking but we stayed cordial despite the harsh words being exchanged. Also a few disagreements about the rules since non of us are well versed in them.,,4,4,we were playing darts and it was competitive to win the games,4,1,5,5,3,4,12,12,12,12,13,13,15,13,12,12,13,13,13,3,2,4,3,35,1,1,4,,AE298K1SUDSPK,competitive
2022-02-13 13:30:05,2022-02-13 13:46:42,0,197.237.172.69,100,996,1,2022-02-13 13:46:42,R_2962l0GVC4qk5ld,,,,,-1.2841033935546875,36.8155059814453125,anonymous,EN,A2QP3HJBFY8MB5,,We had a departmental sports day. I was chosen to lead the team to a 4X4 relay competing with other departments. The trick for us to win was to put the best person to start the run. in between we had to slot in less fit members and finally crown it again with a physically fit member. as a group we agreed and guess what... we emerged as the overall winners.,4,4,"1. Agreed on a game plan- this shows co-operation among the team
",1,4,4,6,4,7,11,11,11,13,14,15,15,11,11,11,11,15,15,4,3,1,5,55,2,2,4,,A2QP3HJBFY8MB5,cooperative
2022-02-13 13:36:37,2022-02-13 13:46:49,0,136.37.164.54,100,612,1,2022-02-13 13:46:50,R_TwqGdkkGqEilWLL,,,,,38.952301025390625,-94.739501953125,anonymous,EN,A3MELYYGRJ61SX,,I work as a manager and I want everyone to work together as a team. I want a cooperative atmosphere at work.,5,5,They have separate assignments but will help each other prepare reports.,2,4,2,2,6,7,11,11,11,11,14,15,15,11,11,11,11,15,15,1,1,1,5,59,2,1,4,,A3MELYYGRJ61SX,cooperative
2022-02-13 13:43:59,2022-02-13 13:46:51,0,70.104.200.76,100,172,1,2022-02-13 13:46:52,R_1PUJXyX9IHts6YV,,,,,36.855804443359375,-76.00420379638671875,anonymous,EN,A79RJ1TUG4K52,,At work a group of coworkers and myself were tasked with rewriting our training outline for new employees.  We worked together to come up with the requirements needed to do the job and then created a step by step outline of how to implement this to new hires.,3,3,We shared ideas and structured an outline to perform the task at hand.  We corrected each other and added input when needed.,3,4,4,4,4,4,13,13,13,13,13,13,15,13,13,13,13,13,13,3,3,3,3,33,1,1,4,,A79RJ1TUG4K52,cooperative
2022-02-13 13:42:56,2022-02-13 13:47:06,0,73.84.127.135,100,250,1,2022-02-13 13:47:07,R_2VPV6bhyUmijFaF,,,,,26.93499755859375,-80.1177978515625,anonymous,EN,A10PF5EUAE8M8P,"At work we pick who we think will win each week's NFL games and it gets very competitive.  No teamwork to it, it's all about individual glory.",,5,2,We want to make the most correct picks so that we can have bragging rights over other co-workers.,4,1,3,4,5,6,13,12,12,12,14,14,15,13,11,12,13,14,14,2,2,2,4,38,1,1,4,,A10PF5EUAE8M8P,competitive
2022-02-13 13:38:13,2022-02-13 13:47:20,0,67.233.90.52,100,546,1,2022-02-13 13:47:20,R_1jrHa41FfAkV5gU,,,,,29.105194091796875,-82.09549713134765625,anonymous,EN,A1L8FGWN4ZSK0X,"Our neighbor got on the wrong side of several board members on our HOA and they wanted to kick him off the board. To do so, the remaining board members initiated a campaign and spread rumors that my neighbor and myself were receiving special kickbacks in the form of ""special attention"" from the landscapers who serve the community. This was fabricated but served their purpose of creating an legal reason for kicking him off. They drug our reputations through the mud, just to get him off the board.",,5,5,"Because our neighbor was a threat to their power, they lied in order to get their way and maintain their control.",5,1,5,5,4,7,11,11,11,12,14,14,15,11,11,11,12,15,15,1,2,1,5,60,2,1,4,,A1L8FGWN4ZSK0X,competitive
2022-02-13 13:42:56,2022-02-13 13:47:24,0,65.128.129.138,100,268,1,2022-02-13 13:47:25,R_suLqlnEI0BEhg7D,,,,,44.9709014892578125,-93.0818023681640625,anonymous,EN,A1IO8ZUBBJA18M,I applied for a new job within the organization I work for. some people got a little dirty with wanting the job and not wanting me to get it,,5,2,Trying to show the boss who was better fitted for the job. There was numerous people within the organization who wanted to the job,3,1,4,5,2,4,11,11,11,11,13,15,15,11,11,11,11,15,14,3,3,3,5,43,1,1,3,,A1IO8ZUBBJA18M,competitive
2022-02-13 13:34:36,2022-02-13 13:47:34,0,89.46.114.207,100,777,1,2022-02-13 13:47:34,R_2AT3Opv7kZpRD68,,,,,34.048492431640625,-118.252899169921875,anonymous,EN,A1FHC4Z6QXDQSS,"I haven't really been in any, I guess closest to this would be last summer around 6 months ago. They had an assistant manager position come up at work and 3 different co-workers wanted the position and remember a couple wanted it really bad and maybe felt a little competitive, they would kind of bad mouthed each other to me when I worked with them alone and felt like they should get it and the other person wasn't good enough,  but they end up hiring someone outside of the hotel for the position ",,5,5,they just would talk poorly about the other people who wanted the job and would talk about how much they wanted and should of the position how they deserved it the most,4,1,2,3,4,7,11,12,11,11,14,15,15,11,12,11,12,15,15,2,1,1,4,39,1,1,3,,A1FHC4Z6QXDQSS,competitive
2022-02-13 13:42:48,2022-02-13 13:47:50,0,99.106.116.30,100,301,1,2022-02-13 13:47:50,R_30dwgaXru6SmtjA,,,,,29.7373046875,-95.3972015380859375,anonymous,EN,A1Z748HOKCNJ8X,"the only thing I can think of is playing words with friends - they have a one on one game with strangers where you try to get to 150 points first. There is no manipulation or sabotage, just trying to win",,5,2,"played a game on words with friends, the game resets every few days and there is a leaderboard so you can see where you are in relation to others",5,1,2,3,5,6,12,12,12,12,14,14,15,12,12,12,12,14,14,2,2,3,3,60,2,1,2,,A1Z748HOKCNJ8X,competitive
2022-02-13 13:38:27,2022-02-13 13:48:29,0,65.96.216.227,100,601,1,2022-02-13 13:48:29,R_2BnUfYHdjEJev9P,,,,,42.2012939453125,-70.754302978515625,anonymous,EN,ANNK11Y08X9LY,"I was working on a work project last summer with a group of cross-functional team members, and we were trying to meet a big deadline.  There was one person who wasn't carrying their weight in the project, and a coworker and I were trying to finish up the work of the other person who wasn't doing their job.  My coworker and I worked very hard to make the deadline, both working very late nights.  My coworker, who I enjoy working with, was literally pulling all-nighters to get the work done, which I didn't as my sleep was too important to me.  They completed their part of the work before I did, making me feel pressured that I was supposed to also stay up all night to get the work done.",,5,4,Working to the point of staying up all night or only getting 1 hour of sleep for a several nights to get their part of the project done.,4,1,5,5,2,6,12,11,11,13,14,15,15,13,12,13,13,15,14,2,2,1,5,55,2,1,5,thank you!,ANNK11Y08X9LY,competitive
2022-02-13 13:45:26,2022-02-13 13:48:35,0,73.41.212.11,100,188,1,2022-02-13 13:48:35,R_2aLCUB2HqMB4Shl,,,,,38.760894775390625,-121.2866973876953125,anonymous,EN,A255TQAF514QL6,We were in a competition for fantasy football. People would unfairly take player so that other teams could not take them. Unfair trades were made between teams so they could split the pot if they won the league.,,5,5,"People would unfairly grab players and release them causing a pause on when they could get picked up. This way, if a team needed a player, they could not pick up the released player until after sunday football games.",5,1,5,5,3,3,13,13,13,13,13,13,15,13,13,13,13,13,13,2,2,2,4,30,1,4,4,,A255TQAF514QL6,competitive
2022-02-13 13:29:58,2022-02-13 13:48:57,0,47.201.197.123,100,1139,1,2022-02-13 13:48:58,R_3P5ZjjCUCfgHFS1,,,,,27.9470062255859375,-82.7942962646484375,anonymous,EN,A20PIEBHXCNSRP,,"I felt cooperative working at the job trying to set up a transfer we had to do. It required all of our department to do, but we were successful in getting it done. It brought us together and I enjoyed the process.",5,5,They assisted and did their part to get the process pushed through.,1,4,4,4,4,5,11,12,11,11,15,15,15,11,11,11,12,15,15,1,1,1,5,30,1,1,5,,A20PIEBHXCNSRP,cooperative
2022-02-13 13:38:13,2022-02-13 13:49:16,0,71.68.182.77,100,662,1,2022-02-13 13:49:16,R_1EafTw9cVfO0ZQ6,,,,,35.2841949462890625,-80.8719024658203125,anonymous,EN,A3724Y7XIYIQ5Z,,"A cooperative situation that I was in was restocking the store. Everyone worked to gather to get the job don't as quickly and efficiently as possible. ",4,4,working together for the good of the store,1,4,5,5,5,7,11,11,12,11,15,15,15,11,11,12,11,15,14,3,2,1,4,23,2,2,3,,A3724Y7XIYIQ5Z,cooperative
2022-02-13 13:43:04,2022-02-13 13:49:21,0,98.29.29.16,100,377,1,2022-02-13 13:49:21,R_QiVFMSnlUl1vGMN,,,,,39.643798828125,-84.1743011474609375,anonymous,EN,A39YZG9BJIUC94,I was running my first race and it was a very popular run.  There were several hundred people running in the same group.,,5,5,everyone was trying to run and achieve their personal best for this race.,5,1,1,3,4,7,11,11,12,11,14,15,15,11,11,11,11,15,15,1,3,1,4,51,2,1,4,,A39YZG9BJIUC94,competitive
2022-02-13 13:41:52,2022-02-13 13:49:35,0,92.119.177.87,100,463,1,2022-02-13 13:49:35,R_33lJC6UkofCOAPM,,,,,40.7156982421875,-74,anonymous,EN,ANONYKAVCEV2H,,"This situation may have brought out the best in people help each other,trust ,work together ",2,2,"There are nice they can work together ",3,4,3,4,4,6,12,13,11,12,13,13,15,11,13,12,13,13,14,5,5,2,4,27,1,1,5,,ANONYKAVCEV2H,cooperative
2022-02-13 13:41:00,2022-02-13 13:49:50,0,69.246.131.180,100,530,1,2022-02-13 13:49:51,R_3nB0AfjZpHydfTG,,,,,30.2108001708984375,-84.32050323486328125,anonymous,EN,AQPKTA8UCSJ5Q,,"I participated in planning a holiday dinner. The event was cooperative because everyone decided what to bring and worked with a flexible mindset. The dinner was held outside to address the COVID-19 concerns. Everyone had a good time and no one got sick from the food or the virus afterwards. ",5,5,"Everyone worked together to do what they could manage doing that did not violate their boundaries financially or concerns regarding holding the event during COVID-19. ",1,4,2,2,2,7,12,12,11,11,13,15,15,12,12,12,12,15,15,2,1,1,5,51,2,2,5,Kindness usually is the best behavior to demonstrate towards others. It invites people to want to work with you.,AQPKTA8UCSJ5Q,cooperative
2022-02-13 13:41:02,2022-02-13 13:50:03,0,74.110.181.56,100,541,1,2022-02-13 13:50:03,R_QbqnVTESwuK0J2x,,,,,37.4611968994140625,-77.39499664306640625,anonymous,EN,A21QH0Q69SZR3R,"The only truly competitive situations of this nature that I have personally been involved in during the past 12 months are while playing video games. In particular ""Rocket League"". During the game it is 3 v 3, and when you have a teammate that is lower quality that you did not trust to carry out their duty, the dynamic becomes ""toxic"", the team starts sending nasty comments to each other, and we play individually. It can devolve to a point where you sabotage your own teammate and let the other team win so that your teammate loses. It is a cycle of one player making a mistake, the other teammates insulting them (anonymously online), sabotaging that teammate, the other team scores more points, and the cycle continues.",,5,1,If one teammate had the ball the others would steal it off of them. They would send (anonymously) nasty messages to the teammate. They would also purposely help the other team just to keep their teammate from winning.,5,1,4,5,6,7,13,12,11,12,15,15,15,12,11,11,12,15,14,2,2,1,4,27,1,1,4,"How much competition you experience is mainly dependent on your work atmosphere. Especially since Covid has limited some outside social interactions. So if your workplace is generally cordial, it can be pretty tough to think of a situation.",A21QH0Q69SZR3R,competitive
2022-02-13 13:37:55,2022-02-13 13:50:33,0,75.133.158.250,100,757,1,2022-02-13 13:50:33,R_spdIJluB9GL1VWp,,,,,38.745697021484375,-90.20999908447265625,anonymous,EN,A136TLVBJV40HC,,I was recently involved in helping community church move out of the building that they had church services in. They were forced to move out of the building because of the pandemic. We all worked in tandem got the job done swiftly and efficiently and got the goal accomplished.,5,5,We had big items that we had to lift and move together and was done with cooperative work.,1,4,3,5,5,7,11,11,11,11,15,15,15,11,11,11,11,15,15,2,1,1,5,51,1,2,3,,A136TLVBJV40HC,cooperative
2022-02-13 13:42:54,2022-02-13 13:50:33,0,72.181.5.162,100,459,1,2022-02-13 13:50:34,R_2rVhJnZBLdOi6lf,,,,,32.925994873046875,-96.9665985107421875,anonymous,EN,A274N9003EN2M6,,"Last Thanksgiving, people on my street my neighbors all decided to have a block party as most of us were still not comfortable traveling, socializing in indoor spaces etc. due to the pandemic. It was so heart warming how all of us went above and beyond the expectations in planning and executing this event. It ended up being half a day full of activities for kids, games for adults followed by giveaways and catered dinner. It was done in the communal space near our homes and it was the most enjoyable experience in my recent memory. It was totally made possible by everyone being generous with their skills, their time and their pockets. I was in charge of the kids games and prizes.",5,5,"People all came together to pitch in whatever was needed to make the vent a success. Like we were short on tables so 2 families lent their own, same with chairs. I donated 2 huge bags of chocolate truffles and party favors to pass out to the kids. ",1,4,5,3,6,6,12,11,12,12,12,14,15,12,12,14,12,14,14,3,2,1,4,41,1,5,6,,A274N9003EN2M6,cooperative
2022-02-13 13:42:10,2022-02-13 13:50:39,0,75.128.29.107,100,508,1,2022-02-13 13:50:39,R_2S7Uv4X35aYcKIc,,,,,37.5854949951171875,-120.9452972412109375,anonymous,EN,AGTVCSOSCM867,,Every day my job involves cooperation with other people to be successful.  I must work with my employees on a common goal to complete the daily tasks and depends on cooperation from other entities to be successful.,4,2,"Again the first part of our task involves an outside entity first doing their job and providing us what we need in our department in order to do our job of offloading trailers and making them available for reuse. ",2,4,6,5,5,6,12,12,11,12,12,14,15,12,11,11,13,15,13,2,2,4,4,55,1,1,4,,AGTVCSOSCM867,cooperative
2022-02-13 13:43:14,2022-02-13 13:50:48,0,76.190.18.162,100,453,1,2022-02-13 13:50:48,R_2wmouAtGZef84yi,,,,,41.5052947998046875,-81.55660247802734375,anonymous,EN,A1VWBIIM9VTHML,,"When I was moving out of my main home and into my new studio, my friend K. and her family were very helpful. She/they provided both physical moving assistance and a separate place (their home) to decompress. In return I watched her kids and brought over dinners. It was a nice memory from an otherwise stressful time.",5,4,We all joined together in helping each other out. We all just sort of jumped in without having to be asked what to do.,1,4,5,5,4,5,12,13,12,12,15,15,15,12,12,13,12,15,14,3,3,2,4,47,2,1,3,"I'm back in college, now",A1VWBIIM9VTHML,cooperative
2022-02-13 13:44:59,2022-02-13 13:51:18,0,98.146.194.160,100,379,1,2022-02-13 13:51:19,R_21btZroDcBdQUFQ,,,,,46.7313995361328125,-117.17330169677734375,anonymous,EN,A2YUYXAI4SAOLY,,Family members gathered at my late mother-in-law's apartment to distribute her belongings and clean out unwanted materials for trash/donation. There were no disputes over any item and the work proceeded efficiently and fairly.,5,5,People assisted each other in loading large items into vehicles and took turns opening the door and making trips to the trash bin.,1,4,4,3,6,5,13,12,11,12,15,15,15,12,12,11,12,15,13,2,2,3,3,67,2,1,6,,A2YUYXAI4SAOLY,cooperative
2022-02-13 13:46:50,2022-02-13 13:51:19,0,174.100.54.180,100,269,1,2022-02-13 13:51:19,R_12bYkD9kke93adJ,,,,,41.3721923828125,-82.10870361328125,anonymous,EN,A260EJW55KFZX7,,I would have to say when all my friends pitched in to help another friend who had financial problems.  We all chipped in 40 each and gave her 320 dollars to help pay to get her furnace fixed.,5,4,We all helped our friend pay to get her furnace fixed and told her to pay us back whenever she can.,1,4,2,3,6,7,11,11,11,12,15,15,15,11,12,11,12,15,14,2,1,1,4,67,2,1,3,,A260EJW55KFZX7,cooperative
2022-02-13 13:42:47,2022-02-13 13:51:20,0,174.202.231.23,100,513,1,2022-02-13 13:51:20,R_22JjaeskVBkTKIu,,,,,29.7953033447265625,-95.49680328369140625,anonymous,EN,A4JC2PG5DWUHI,,"Working on a project at work to release a new application. All members of the team contributed their skills and attention and those who were not technical supported by testing. It is a great success.
",5,5,People offered to help in any way they can. Others took suggestions and went above and beyond to make changes when needed.,1,4,4,4,6,6,12,11,11,12,14,14,15,12,12,12,13,15,14,4,3,2,4,47,1,3,4,thanks!,A4JC2PG5DWUHI,cooperative
2022-02-13 13:48:37,2022-02-13 13:51:32,0,172.58.188.108,100,175,1,2022-02-13 13:51:33,R_1nMWrIlHVaX7FiG,,,,,38.920806884765625,-77.03600311279296875,anonymous,EN,AMC75YXJ1USZ3,i would be concerned,,4,3,none of the above,3,1,4,4,5,5,13,14,13,13,13,14,15,13,13,13,14,13,13,4,3,3,3,22,2,1,3,,AMC75YXJ1USZ3,competitive
2022-02-13 13:39:11,2022-02-13 13:51:46,0,172.101.142.232,100,755,1,2022-02-13 13:51:47,R_2zd5euBEX1xb34x,,,,,43.1233978271484375,-77.7333984375,anonymous,EN,,I have not been in a competitive in the last 12 months.,,5,3,Nothing.,1,1,4,4,4,4,14,13,12,13,14,13,15,11,12,12,12,14,14,4,4,4,4,23,1,2,3,,A172T1IAQT9RMO,competitive
2022-02-13 13:36:40,2022-02-13 13:51:57,0,174.100.31.51,100,917,1,2022-02-13 13:51:58,R_1ikgubpRiJHkAwF,,,,,41.389007568359375,-81.52570343017578125,anonymous,EN,A3KLHS8HGYLM93,"I play online multi-player games and they are very competitive.  Everyone plays against each other to win.  There is no generosity, and the point is to rather selfishly win.",,5,1,"They would use skills to advance in the game, and possibly manipulative moves to accomplish a win.",5,1,3,3,5,7,12,12,12,11,14,15,15,12,11,12,12,15,15,2,2,1,5,43,2,1,2,,A3KLHS8HGYLM93,competitive
2022-02-13 13:43:20,2022-02-13 13:52:19,0,68.34.84.170,100,539,1,2022-02-13 13:52:20,R_3PUdtXscTpAzOcT,,,,,43.2368927001953125,-86.195098876953125,anonymous,EN,A2VW3ZV1T7S7AO,"One competitive situation was competing for our job. Unfortunatley, I lost and didn't get the job.",,5,4,They intimidated me for one. They also played dirty to get what they wanted.,3,1,5,4,5,6,12,13,14,14,14,13,15,13,12,12,14,14,13,3,3,4,4,18,2,2,3,,A2VW3ZV1T7S7AO,competitive
2022-02-13 13:49:54,2022-02-13 13:52:32,0,173.48.107.15,100,158,1,2022-02-13 13:52:33,R_Rh36WgLDM7QGSBj,,,,,42.5944976806640625,-71.3571014404296875,anonymous,EN,A3F08RS1DXP8PN,I was recently involved in pitching an idea a client. It was about direction of doing a platform transformation. I was up against 3 other people. Winning the project meant a contract for 10 years and a hefty bump in my salary.,,5,4,Everyone was trying to get an advantage over the others and to figure out what they were planning to pitch.,5,1,4,4,6,7,11,11,11,11,13,15,15,11,11,11,11,15,15,1,1,1,5,32,2,1,4,,A3F08RS1DXP8PN,competitive
2022-02-13 13:50:14,2022-02-13 13:52:33,0,73.61.12.231,100,139,1,2022-02-13 13:52:33,R_1PZQZUY28Ghzu2b,,,,,42.3426971435546875,-71.09220123291015625,anonymous,EN,A2A56XB6YTRFJ9,,i was working on a pitch deck with my team at work. we all had seperate sections and had to rely on each other to do their sections well.,5,4,we worked together in a coopoerative and timely manner,1,4,1,1,7,7,11,11,11,11,14,15,15,11,11,11,11,15,15,1,1,1,5,25,2,1,4,,A2A56XB6YTRFJ9,cooperative
