StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q68,Q73,Q74,Q21_1,Q21_2,Q21_3,Q21_4,Q21_DO,Q66_1,Q66_2,Q66_3,Q66_DO,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q57_DO,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q58_DO,Q59_1,Q59_2,Q59_3,Q59_4,Q59_DO,Q32_1,Q32_2,Q32_3,Q32_4,Q32_DO,Q30,Q32,Q34,Q36,Q36,workerId,sales,salessubjpron,salesobjpron,salesposspron,salessubjproncapit,FL_28_DO,FL_19_DO
2022-01-26 10:01:09,2022-01-26 10:05:41,0,104.224.28.89,100,272,1,2022-01-26 10:05:41,R_2XpasqHzMe3tT2t,,,,,40.78759765625,-74.05999755859375,anonymous,EN,A39YIWM61A3P4R,"marked by destructive or ruthless competition, without self-restraint, ethics, etc. do anything to be successful, even if what they do harms ",competitive jungle is good to my adapt situation,,,4,5,4,4,2|4|1|3,4,2,4,3|2|1,3,3,3,4,3,4,2,5|7|6|3|4|2|1,3,3,4,4,3,2|3|1|4|5,3,3,4,3,3|2|4|1,3,4,2,4,4|1|3|2,24,1,13,4,none,A39YIWM61A3P4R,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 09:58:24,2022-01-26 10:06:01,0,45.154.140.113,100,457,1,2022-01-26 10:06:02,R_24w6vpQBnQGsdQN,,,,,41.8782958984375,-87.69069671630859375,anonymous,EN,A1U6L1L2CUQNU5,"It would a anxious moment, this kind of work environment would lead us to be stressed a lot. but we have to do our best to survive there.",I would work hard in consistent manner to tackle the struggles to be competitive in my life. This kind of situation is a real one we need to work harder,,,6,6,3,5,1|3|4|2,4,2,2,1|2|3,4,4,4,4,4,4,4,4|1|7|3|5|2|6,4,4,4,4,4,2|3|5|4|1,4,5,5,4,3|2|1|4,4,4,4,4,1|4|3|2,53,2,13,4,,A1U6L1L2CUQNU5,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:03:05,2022-01-26 10:06:22,0,202.182.64.163,100,196,1,2022-01-26 10:06:22,R_1gur2NS1A3UvytK,,,,,41.8874053955078125,-87.63179779052734375,anonymous,EN,A312HO81ODQ42,Substantive research has demonstrated that such a competitive worldview widely influences individual's social attitudes and behaviours.,It discovered that the principles that guided the operations of politics in the pre-colonial era were more result-oriented. Leaders were more focused on the need for the promotion of the public good. Post-colonial leaders promoted personalisation of politics.,,,5,6,7,6,4|3|2|1,4,2,5,1|2|3,4,3,4,5,5,5,4,5|7|3|6|2|4|1,4,3,5,4,4,1|2|3|4|5,4,4,5,5,2|3|4|1,5,4,4,4,3|1|4|2,34,1,13,4,Good survey,A312HO81ODQ42,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 09:55:51,2022-01-26 10:06:25,0,31.131.11.108,100,634,1,2022-01-26 10:06:25,R_25YoCAeeOkhUS9e,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,AOY5E6NJ10R5J,,,"I feel very bad phase of my life, also i had a worst thought process.",Find a people like me and follow how they behave.,5,6,7,6,4|3|2|1,4,2,4,1|2|3,4,4,4,5,5,4,5,2|4|5|6|3|1|7,4,4,4,5,4,2|4|1|3|5,4,4,5,4,1|3|4|2,4,4,4,3,2|1|3|4,30,1,13,4,,AOY5E6NJ10R5J,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:03:10,2022-01-26 10:06:36,0,208.203.222.177,100,205,1,2022-01-26 10:06:37,R_1hYg1ceN7hEt3Aq,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A2LPR1MKB5G5T8,,,i like people cooperating with another one,its very nice,5,5,6,4,4|1|2|3,4,2,4,1|2|3,5,4,4,3,3,4,5,4|7|6|2|5|3|1,3,4,4,5,5,4|1|2|3|5,5,4,3,4,3|1|4|2,5,4,4,5,1|2|3|4,40,2,13,4,,A2LPR1MKB5G5T8,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 09:56:17,2022-01-26 10:06:47,0,208.195.28.44,100,630,1,2022-01-26 10:06:48,R_3R2WMH6R6pSLg4X,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A102WSFN62OS6I,,,"last month we had one project ..., that was really big interims of financial and time consuming  ,we decided to accept the project after the long argument after that each and every person in y team work really hard to finish the job we did that ","first thing i explain to everyone then we found some errors on that after we help each other to sort out the error ",5,6,5,7,3|2|1|4,2,2,3,1|2|3,1,1,3,2,2,3,4,4|2|5|1|3|7|6,3,3,2,2,1,3|5|4|2|1,4,4,3,3,1|4|2|3,3,5,4,3,3|2|1|4,30,1,13,4,,A102WSFN62OS6I,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:04:32,2022-01-26 10:06:53,0,208.203.216.63,100,141,1,2022-01-26 10:06:53,R_2Yu1TKEob1LoIPf,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,ABQ2HV2GH5BEK," like a basketball game",Talk about problems more than feelings. ...,,,7,6,4,5,3|4|2|1,4,2,4,1|2|3,3,3,4,4,4,4,4,2|4|7|6|1|3|5,4,5,3,3,5,4|3|1|2|5,4,3,3,4,3|1|2|4,4,3,5,4,2|4|1|3,35,1,13,2,good,ABQ2HV2GH5BEK,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:01:59,2022-01-26 10:06:55,0,91.229.104.39,100,295,1,2022-01-26 10:06:55,R_UtD7hx1TNvxYMUh,,,,,33.4474945068359375,-112.08660125732421875,anonymous,EN,A3CZI87TPHEJVJ,vicious that metaphorical dog would now in fact eat metaphorical dog,It's a jungle out there. While this simple phrase has been used time and time again to discuss the many obstacles people and companies face.,,,7,6,7,7,2|3|4|1,4,2,5,1|2|3,5,5,4,5,5,5,4,7|1|3|2|5|4|6,4,4,5,3,4,2|3|4|5|1,5,5,4,5,4|1|3|2,3,4,4,5,2|4|1|3,65,2,13,4,,A3CZI87TPHEJVJ,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 09:58:55,2022-01-26 10:06:58,0,208.203.217.220,100,482,1,2022-01-26 10:06:58,R_1HegRswPU6E0t9n,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A1QK3K8F0FYUDW,,,"ONE TIME WE ARE PLAY THE GAME AND VERY SUPPORTING ","THAT WE ARE VERY CLOSING AND WIN THE MATCH ",3,5,5,6,4|3|1|2,3,2,4,3|2|1,3,2,5,4,2,3,4,5|1|3|4|7|6|2,4,2,4,5,3,2|5|1|4|3,3,2,4,4,4|1|2|3,3,5,3,4,1|2|4|3,41,1,13,4,,A1QK3K8F0FYUDW,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 09:56:44,2022-01-26 10:07:50,0,208.203.219.98,100,665,1,2022-01-26 10:07:50,R_3KMGWsBQcJzevQZ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,AV08A4UW18H73,play in games are ball save in basket.,satisfied,,,6,6,5,5,2|3|1|4,3,2,4,3|2|1,3,4,5,4,4,4,3,7|3|4|2|1|6|5,3,4,4,4,3,4|5|1|3|2,4,3,4,4,3|1|2|4,4,4,4,4,3|1|4|2,35,1,13,4,,AV08A4UW18H73,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:04:26,2022-01-26 10:07:55,0,185.186.63.157,100,208,1,2022-01-26 10:07:55,R_2ctsVUVzHbmteHE,,,,,34.0543975830078125,-118.2440032958984375,anonymous,EN,AX9QU59L6ZMHZ,,,"VERY HONESTY ",COOPERATIVE ENVIRONMENT,6,7,6,6,4|3|1|2,5,2,3,1|2|3,4,4,5,4,4,4,5,5|6|7|1|4|3|2,5,4,4,4,5,4|5|1|3|2,4,5,4,5,3|2|1|4,4,5,4,5,1|3|2|4,39,2,13,4,,AX9QU59L6ZMHZ,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 09:45:06,2022-01-26 10:08:02,0,131.100.2.213,100,1376,1,2022-01-26 10:08:02,R_3iQimVrmiw6EvmK,,,,,21.3036956787109375,-157.86669921875,anonymous,EN,A2WC8DV7EB0FOY,,,"A time when the situation around me felt harmonious — with people cooperating with one another, pulling together, trusting one another, and acting with compassion and honesty was when we are expanding our company branches. Everyone in the organization was involved and we achieved our goal.   ","I was highly interested and contributed positively. ",4,7,7,7,1|3|4|2,4,2,2,3|2|1,5,5,4,5,5,5,1,3|2|6|1|5|4|7,5,5,5,5,5,2|5|3|1|4,5,5,2,5,3|4|1|2,5,1,1,5,2|3|1|4,51,1,14,5,,A2WC8DV7EB0FOY,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:02:14,2022-01-26 10:08:13,0,74.122.57.9,100,359,1,2022-01-26 10:08:13,R_2Y4I8UFGOnrs6R6,,,,,39.046905517578125,-77.49030303955078125,anonymous,EN,A2S4CVETZQ2H4F,,,"Last week our team conduct a meeting to discuss about our company profit. All of my colleagues are joint together with me. They are very cooperative and gave many ideas about the development. I felt very pleasant about them. they are very supporting to one another and day by day getting ready for the team work. ","I felt very pleasant and surprised about their cooperation. ",4,5,5,6,1|2|3|4,4,2,3,3|2|1,3,4,3,4,3,4,4,3|7|2|5|1|4|6,4,3,4,3,4,2|1|4|3|5,4,3,4,3,4|1|2|3,4,4,3,3,3|1|2|4,51,2,13,4,,A2S4CVETZQ2H4F,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:06:16,2022-01-26 10:08:29,0,202.182.67.244,100,132,1,2022-01-26 10:08:30,R_3NHQT3BjwBUqVu7,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A3C1YMFSADIPTL," Consider a story where two hunters encounter a lion with no ammunition left in their guns. When one starts to run, the other claims the lion will eat him either way. The first replies, “Not as long as I can run faster than you!","An elephant is the most difficult spot to be in. The size has lulled the organization into overconfidence, complacence, and at times, arrogance. This has to be shaken up to re-instill the spirits that brought on the size in the first place. While protecting today, resources must be channeled to bridge the gap and regain the lead. It is time to step up the game.",,,6,6,6,6,1|3|4|2,4,2,5,3|2|1,5,4,4,5,5,5,4,1|3|4|2|7|6|5,4,5,3,5,5,3|2|4|5|1,4,5,5,5,3|4|1|2,4,5,5,5,4|2|1|3,35,1,13,5,GOOD,A3C1YMFSADIPTL,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 09:59:27,2022-01-26 10:08:43,0,208.203.217.140,100,556,1,2022-01-26 10:08:44,R_3JwVg1yaX3ozA38,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A1YSOGH4G90FQ5,,,"ONE TIME WE ARE PLAY THE GAME AND VERY SUPPORTING ","THAT WE ARE VERY CLOSING AND WIN THE MATCH ",6,5,3,5,3|4|1|2,4,2,3,1|2|3,4,3,5,3,3,4,3,7|3|6|2|5|1|4,5,4,3,2,3,2|3|4|5|1,4,2,3,4,1|3|2|4,3,2,4,3,4|2|3|1,41,1,13,4,,A1YSOGH4G90FQ5,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:01:40,2022-01-26 10:08:52,0,71.191.184.214,100,431,1,2022-01-26 10:08:53,R_2uC0W1mvohoLyEE,,,,,38.8574066162109375,-77.09999847412109375,anonymous,EN,A3HHLKVGJ4C7TL,,,its very good and surrounding peoples also are very good and everyone is helping to me.,i will manage to anyone situation.,7,6,6,7,3|4|2|1,4,2,4,3|2|1,5,4,4,4,4,5,5,7|5|1|4|2|6|3,4,4,5,5,4,2|3|5|1|4,4,4,5,4,2|3|4|1,4,5,4,5,3|4|1|2,44,1,13,4,extremely very well project,A3HHLKVGJ4C7TL,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:02:48,2022-01-26 10:09:06,0,208.203.211.249,100,378,1,2022-01-26 10:09:06,R_3pbs7AwTC7rJmtz,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A2K9W1IXVH5KPM,,,"In my office one time we have organized one event. It is about send off party for our senior. It was very happy and we had lots of fun. We gave gift to that person. He feels overwhelmed. ",I love that moment. Because I was enjoying at that moment. We had so much of fun.,6,6,5,6,1|4|2|3,4,2,4,1|2|3,4,4,4,4,4,4,4,3|4|5|7|1|2|6,4,4,4,4,4,1|4|2|5|3,4,4,4,4,2|4|1|3,4,4,4,4,3|4|1|2,38,1,13,4,,A2K9W1IXVH5KPM,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:07:33,2022-01-26 10:09:20,0,154.22.56.30,100,107,1,2022-01-26 10:09:21,R_2rNQDmemPwQbWLo,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A34UFPENR1TA8I,its very good one,its liked one,,,5,6,5,6,3|2|1|4,4,2,4,1|2|3,4,4,3,4,4,3,4,6|5|1|2|3|7|4,4,3,4,4,4,2|4|5|3|1,4,4,4,4,2|1|4|3,4,3,4,4,2|1|4|3,34,1,13,4,,A34UFPENR1TA8I,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:06:27,2022-01-26 10:09:28,0,194.49.79.194,100,181,1,2022-01-26 10:09:29,R_9GKIT0yeVdoWXdf,,,,,39.01800537109375,-77.53900146484375,anonymous,EN,A2F5DF3UGPZV9G,,,"Peace and harmony can bring a peaceful and stable order to society, and they are a necessary condition for the survival and development of mankind. A world deprived of peace and harmony certainly will fall apart and return to the jungle era in which the strong prey on the weak.","When a business's culture is properly aligned with personal values, drives, and needs, it can help to unleash energy and help the organisation thrive",4,5,5,4,2|4|1|3,3,2,4,1|2|3,3,3,4,3,4,3,3,4|5|3|7|2|6|1,4,3,4,3,4,5|4|2|3|1,3,3,3,4,3|4|2|1,4,2,2,3,1|2|3|4,24,1,13,4,none,A2F5DF3UGPZV9G,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 09:57:16,2022-01-26 10:09:39,0,208.203.210.180,100,743,1,2022-01-26 10:09:40,R_DemWtyzmuX4imGt,,,,,40.82049560546875,-73.91829681396484375,anonymous,EN,A2ODRC1WHNV828,"Sports, physical contests pursued for the goals and challenges they entail.basket ball game is a very interest and the good effort to the main advantage of the game.Basketball has become popular for a number of reasons: Basketball is fun to play: Basketball has a very fast and exciting pace of play.","However, some organizations have a stronger sense of urgency than others, a bigger need to pick up the pace, and the need to move faster. This jungle framework helps put this in perspective.

For a diversified company, this framework can also help it to visually see its portfolio of companies and decide where it should emphasize breakthrough innovation; reevaluate whether something is working or not; shake up overconfidence, complacence, and arrogance; and stay alert and ensure that it continuously strengthens its moat.",,,6,6,5,6,1|3|4|2,5,2,4,3|2|1,4,3,4,4,4,4,5,1|2|6|3|5|7|4,4,3,4,5,5,1|4|2|3|5,4,5,4,5,1|2|3|4,4,4,4,5,1|4|3|2,32,1,13,5,good,A2ODRC1WHNV828,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 09:58:12,2022-01-26 10:09:47,0,202.182.66.33,100,695,1,2022-01-26 10:09:48,R_3MKBu8wD1ve7FmT,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A1DNHN32ZW4AQP,,,Team work is more efficient than single participation especially for a project or organization event.,Cooperative bring people together in a democratic and equal way and also it leads to skill development.,2,7,6,7,3|4|2|1,4,2,1,3|2|1,4,5,5,4,4,4,4,4|3|5|7|2|6|1,4,4,5,4,5,2|4|5|3|1,5,5,4,5,2|1|3|4,4,4,5,4,1|3|2|4,33,1,13,4,Glad to participate in this survey.,A1DNHN32ZW4AQP,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 09:52:35,2022-01-26 10:10:16,0,191.96.59.51,100,1060,1,2022-01-26 10:10:16,R_O8NkFI0aNdsHJfj,,,,,41.8874053955078125,-87.63179779052734375,anonymous,EN,A2SWO6GYSJKDQY,,,Feel lonely about the thing happened like these.,Follow the ethics of loneliness.,6,5,6,6,2|1|3|4,4,2,4,1|2|3,4,4,4,5,4,5,4,3|6|2|5|7|4|1,5,4,4,4,4,2|1|4|3|5,5,4,4,5,3|1|4|2,3,3,4,4,3|1|4|2,30,1,13,4,,A2SWO6GYSJKDQY,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:05:45,2022-01-26 10:10:38,0,202.182.67.249,100,293,1,2022-01-26 10:10:39,R_1QtIOYTiyUMtLIC,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A3C62IRVZBQMWD,"Consider a story where two hunters encounter a lion with no ammunition left in their guns. When one starts to run, the other claims the lion will eat him either way. The first replies, “Not as long as I can run faster than you!”","Consider a story where two hunters encounter a lion with no ammunition left in their guns. When one starts to run, the other claims the lion will eat him either way. The first replies, “Not as long as I can run faster than you!”",,,6,6,6,6,1|4|3|2,4,2,3,1|2|3,5,5,5,4,5,4,5,4|2|7|6|3|1|5,5,5,5,4,5,3|2|4|1|5,4,5,5,5,4|1|2|3,5,5,4,4,4|2|3|1,35,1,13,5,GOOD,A3C62IRVZBQMWD,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 09:51:02,2022-01-26 10:10:42,0,47.25.130.156,100,1179,1,2022-01-26 10:10:42,R_xEiddMza8LwQ13P,,,,,46.592193603515625,-120.529998779296875,anonymous,EN,AK8FMX9SOENYR,well practise win the game otherwise you lose.take it easy,definetly i will adapt the situation.work hard to practise,,,2,3,7,6,1|2|3|4,5,2,1,3|2|1,5,5,5,2,5,4,2,1|4|3|7|2|6|5,4,5,5,4,4,1|2|4|5|3,5,5,4,4,2|3|1|4,2,2,1,1,2|3|1|4,22,2,13,4,,AK8FMX9SOENYR,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:08:25,2022-01-26 10:11:20,0,208.203.220.190,100,175,1,2022-01-26 10:11:21,R_2CgrEzrnhiuBlo0,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,AJFEKFO2LEBV0,,,very active people with cooperating with another one,its nice,5,5,6,6,2|3|4|1,4,2,4,3|2|1,5,5,5,3,3,5,4,4|6|7|2|5|1|3,3,4,4,3,5,1|4|3|2|5,4,4,5,5,2|3|1|4,4,5,4,3,4|1|2|3,36,1,13,4,,AJFEKFO2LEBV0,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:08:41,2022-01-26 10:11:21,0,202.182.70.73,100,160,1,2022-01-26 10:11:21,R_RwyFJ45Pe7xqsj7,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A3GAQ2EQ3X3KIJ,,,"Think of a time (like a project or organization or event) when the situation around you felt harmonious — with people cooperating with one another, pulling together, trusting one another, and acting with compassion and honesty. This should be a situation where you were personally involved. In the space below, please write a few sentences describing this situation.","Think of a time (like a project or organization or event) when the situation around you felt harmonious — with people cooperating with one another, pulling together, trusting one another, and acting with compassion and honesty. This should be a situation where you were personally involved. In the space below, please write a few sentences describing this situation.",6,6,6,6,1|2|3|4,4,4,4,1|2|3,4,4,4,4,4,4,4,5|3|7|4|6|2|1,5,5,5,5,5,2|5|1|4|3,5,5,5,5,3|2|4|1,5,5,5,5,4|3|1|2,35,1,13,5,good,A3GAQ2EQ3X3KIJ,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:00:05,2022-01-26 10:11:47,0,163.123.222.195,100,701,1,2022-01-26 10:11:47,R_9npK8P3qveUdFYJ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A1HEDS9RTCHVKS,,,it was in the meeting last week were thay are helping me in fulfilling the need i want that was the trust,"it was all in the mindset were i adapt in that time ",5,6,3,6,3|1|2|4,2,2,4,3|2|1,4,3,3,2,2,4,3,1|4|6|5|2|7|3,3,4,3,4,3,3|5|1|2|4,4,2,4,2,3|2|4|1,4,4,5,2,2|1|3|4,33,1,13,4,great,A1HEDS9RTCHVKS,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:01:47,2022-01-26 10:12:45,0,198.14.22.10,100,657,1,2022-01-26 10:12:46,R_2YKaFF3XuCEmSb4,,,,,40.7487945556640625,-73.9882965087890625,anonymous,EN,A3W3PV6XZ6RZ9N,"Few months ago , my company held a competition that is who is properly working and achieve target more than 100% that person get a promotion quickly and have increment also. So, I worked hardly and try to achieve my target. But, my colleague who is not attitute on work he is achieve the target on the time.",I was working hard and focus on only my achievement. I do not distracted my mind in any other things.,,,3,4,6,5,4|1|2|3,5,2,1,1|2|3,5,3,3,4,4,4,5,4|1|3|5|6|2|7,4,4,5,5,2,3|2|4|5|1,3,4,3,5,1|4|2|3,4,4,3,5,3|4|1|2,45,2,13,5,,A3W3PV6XZ6RZ9N,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:10:04,2022-01-26 10:13:05,0,73.54.16.182,100,181,1,2022-01-26 10:13:06,R_2ygvSzlG9FlWxgm,,,,,26.5543975830078125,-81.902099609375,anonymous,EN,A03846191RWU57N8DCK72,"the stock market is  shit right now its completely un organized and a jungle out there  ",i believe it is doomed for failure,,,5,5,5,5,3|2|1|4,2,2,2,1|2|3,4,3,4,3,4,3,3,3|7|1|2|6|5|4,3,2,3,4,4,5|3|2|1|4,4,4,3,4,4|1|3|2,4,3,3,4,1|3|4|2,32,1,13,3,,A03846191RWU57N8DCK72,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 09:46:21,2022-01-26 10:13:06,0,24.255.147.196,100,1605,1,2022-01-26 10:13:06,R_bCIOmN8N562wybv,,,,,37.8199005126953125,-96.84600067138671875,anonymous,EN,A3KLRLRAY5KPI8,,,"it was good ","yes ",5,5,4,4,3|4|2|1,3,2,3,1|2|3,4,2,3,3,2,3,4,2|5|3|4|6|1|7,5,3,2,5,2,5|3|2|4|1,3,4,3,3,4|1|3|2,3,4,3,2,4|2|1|3,45,1,13,5,good study.,A3KLRLRAY5KPI8,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:10:07,2022-01-26 10:14:31,0,202.182.65.89,100,263,1,2022-01-26 10:14:31,R_24vgZAdxyIqSE2z,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,A1TVA59NPGYKW6,"This should be a situation where you were personally involved. "," competitive jungle is primarily related to self-expansion values that come from exercising power.",,,6,6,5,6,2|3|4|1,4,2,4,3|2|1,4,4,4,4,3,4,4,1|5|4|7|6|3|2,2,4,4,3,4,3|4|5|1|2,3,4,4,4,3|1|2|4,4,4,4,3,2|1|4|3,32,1,13,5,GOOD,A1TVA59NPGYKW6,Andrew,he,him,his,He,CWVmaniphigh,FL_20
2022-01-26 10:02:18,2022-01-26 10:14:37,0,76.31.95.197,100,738,1,2022-01-26 10:14:37,R_1QhHPTcDoeHfZBf,,,,,29.8972930908203125,-95.64630126953125,anonymous,EN,AJFHBG897,,,ITS VERY GOOD AND SURROUNDING PEOPLES ALSO ARE VERY NICE AND EVERYONE IS HELPING TO ME.,I WILL MANAGE TO ANYTHING SITUATION.,7,6,7,6,4|3|2|1,5,2,4,3|2|1,4,5,4,4,4,5,5,2|5|6|3|7|1|4,5,5,5,4,4,4|2|5|3|1,4,5,4,5,3|4|1|2,4,5,4,5,2|1|3|4,44,1,13,4,EXTREMELY VERY WELL  PROJECT,A3020NAJAX5Z7R,Andrew,he,him,his,He,CWVmaniplow,FL_20
2022-01-26 10:01:59,2022-01-26 10:14:57,0,73.5.48.5,100,778,1,2022-01-26 10:14:58,R_1rfeMYi3Sws1QCA,,,,,32.414306640625,-90.118499755859375,anonymous,EN,A17839165C8E9S,I experienced the competitive jungle once while working on a project. Many of my coworkers believed that doing well on the project would result in a job promotion. There were a lot of missed deadlines and sabotage attempts during the process. The project was completed successfully despite the sabotage attempts. None of the coworkers involved received a promotion.,I focused on completing my tasks as usual. I did not allow the others to distract me from my personal deadlines and goals.,,,5,5,6,4,4|3|1|2,1,2,5,3|2|1,2,4,1,1,1,1,5,2|3|7|6|1|5|4,1,3,2,1,1,1|4|3|2|5,1,1,5,1,2|1|3|4,4,1,1,5,1|3|2|4,33,2,18,5,,A17839165C8E9S,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:09:42,2022-01-26 10:15:00,0,45.42.190.30,100,318,1,2022-01-26 10:15:00,R_2dKJdRtt86PeshB,,,,,38.886505126953125,-77.09110260009765625,anonymous,EN,A3U2EU1Y18DY3Z,,,nice,nice,7,6,6,6,3|2|4|1,4,2,4,1|2|3,4,5,5,5,4,5,5,5|7|6|4|1|2|3,4,5,4,5,5,3|1|5|2|4,5,4,4,5,3|1|2|4,5,4,4,5,2|3|4|1,29,1,13,4,nice,A3U2EU1Y18DY3Z,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:02:37,2022-01-26 10:16:27,0,73.102.217.178,100,830,1,2022-01-26 10:16:28,R_1GNwZC3Or4dyQ14,,,,,39.83349609375,-84.8983001708984375,anonymous,EN,AUYE4CWVOVXIA,,,"We have been through a hell of a lot in our marriage. Almost losing our child, family drama, working back from the brink of divorce… along the way, we’ve both learned to lean on each other, even in the hard times.","Co-operative skills could be described as the understanding of how to work effectively with other people on an equal basis towards commonly held aims and objectives. Like all technologies, you need to understand it to be able to use it effectively.",7,6,5,5,3|2|4|1,4,2,4,3|2|1,5,5,5,4,5,4,4,7|6|1|5|4|3|2,5,4,5,5,4,2|5|4|3|1,5,5,4,4,4|2|3|1,3,4,4,4,1|4|2|3,54,1,13,5,,AUYE4CWVOVXIA,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 10:09:49,2022-01-26 10:16:29,0,208.203.222.53,100,400,1,2022-01-26 10:16:30,R_1OK0jd9sYTyE7KJ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A1KYKDX6XH90OT,"ONE TIME WE ARE PLAYING THE GAME ONE BOY ARE VERY COMPETITIVE THE GAME VERY TUFE ","VERY COMPETITIVE THE GAME ",,,6,5,4,5,1|4|3|2,3,2,4,3|2|1,4,3,4,2,2,3,4,7|2|4|1|3|5|6,4,2,4,3,4,5|4|2|1|3,5,4,2,3,2|4|3|1,2,3,3,4,4|2|1|3,38,1,13,4,,A1KYKDX6XH90OT,Jennifer,she,her,her,She,CWVmaniphigh,FL_36
2022-01-26 10:14:44,2022-01-26 10:17:13,0,208.203.219.158,100,149,1,2022-01-26 10:17:13,R_stGnDCNreJzYiqJ,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,A3BGEN88NFCCTG,,,Yes very honestly study and the task.,Yes very cooperative environment.,6,7,7,6,3|1|2|4,4,2,5,1|2|3,5,4,4,4,4,5,5,2|6|3|5|7|4|1,4,4,5,5,4,1|4|2|5|3,5,5,4,5,3|2|4|1,4,4,4,5,2|4|3|1,35,2,13,4,I like the study.,A3BGEN88NFCCTG,Jennifer,she,her,her,She,CWVmaniplow,FL_36
2022-01-26 09:52:00,2022-01-26 10:17:28,0,47.24.247.216,100,1527,1,2022-01-26 10:17:28,R_2Bboqsv6hsfclcH,,,,,38.54229736328125,-89.95880126953125,anonymous,EN,A2RX3RTAG7V62E,,,"I have this situation one person trust me ,love,like,feel, affetion its honesty true It's amazing one person carring me i like, i have jealous,wonder full feeling.
","I have very small handled and they are like to me in people.
",3,5,4,5,1|3|4|2,4,3,4,1|2|3,4,5,4,4,4,5,5,2|4|6|5|1|7|3,3,4,3,4,4,4|2|3|5|1,5,3,4,4,3|1|2|4,3,5,4,2,2|3|1|4,33,2,15,4,no comments,A2RX3RTAG7V62E,Jennifer,she,her,her,She,CWVmaniplow,FL_36
