StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q37,Q67,Q73,Q30,Q31,Q68,Q33,Q34,Q21_1,Q21_2,Q21_3,Q21_4,Q66_1,Q66_2,Q66_3,Q57_1,Q57_2,Q57_3,Q57_4,Q57_5,Q57_6,Q57_7,Q58_1,Q58_2,Q58_3,Q58_4,Q58_5,Q59_1,Q59_2,Q59_3,Q59_4,Q59_5,Q32_1,Q32_2,Q32_3,Q32_4,Q30,Q32,Q34,Q36,Q36,workerId,condition,sales,salessubjpron,salesobjpron,salesposspron,salessubjproncapit
2022-03-08 07:44:18,2022-03-08 07:47:49,0,24.216.171.26,100,211,1,2022-03-08 07:47:50,R_2AMXTFyBsjdcnGU,,,,,38.7628936767578125,-89.96820068359375,anonymous,EN,A3DAOQPWXEOZFL,,"I've been working toward my MBA, which requires group projects from people across the world. It takes a lot of time, effort, and energy to collaborate together to complete these projects successfully.",5,4,"They worked together to find common times to meet, worked diligently on their assignments, and worked together to put together the final proejct.",5,2,4,3,4,6,1,2,5,2,3,1,2,2,2,5,2,4,2,2,2,1,1,5,1,2,1,1,1,4,33,1,1,4,,A3DAOQPWXEOZFL,cooperative,Jennifer,she,her,her,She
2022-03-08 07:33:36,2022-03-08 07:49:00,0,67.253.21.196,100,924,1,2022-03-08 07:49:01,R_12fn4zuN3HHRtyY,,,,,44.2115020751953125,-69.0735015869140625,anonymous,EN,A1KTV1DO4K443L,"The most competitive situation I have been in in the past 12 months had to do with a workgroup I was in that led to people stabbing each other in the back, trying to win favors from the leader of the group and in general people who I thought were my friends vying for a place in this closed, competitive environment. Everyone was trying to manipulate the situation, and were looking out for themselves.",,5,1,In the situation above I had people that I thought were my friends directly message the leader of the work group and talk about things that we had spoken about privately and then used them against other people to gain status or advantage in the group.,4,1,5,3,3,6,2,2,3,3,3,3,2,2,1,4,2,4,3,2,3,4,2,3,4,2,3,4,1,5,51,2,1,4,,A1KTV1DO4K443L,competitive,Jennifer,she,her,her,She
2022-03-08 07:39:27,2022-03-08 07:49:15,0,68.36.88.197,100,588,1,2022-03-08 07:49:15,R_3oEZcbU7C0jZxzH,,,,,42.62060546875,-82.9608001708984375,anonymous,EN,A4BILFOXWQ1K1,Trying to organize a community event for the summer. Small group of 10 would not agree what the event would be an felt their suggestion was the best To the point they started arguing how their idea was the best and not consider other ideas.,,5,5,"They thought their ideas over the others the best. Have negative judgement over other ideas. ",5,1,5,5,6,6,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,3,3,1,4,66,2,1,4,,A4BILFOXWQ1K1,competitive,Andrew,he,him,his,He
2022-03-08 07:45:14,2022-03-08 07:49:16,0,98.121.116.178,100,242,1,2022-03-08 07:49:17,R_1riyZkwwFKcddoF,,,,,36.0330963134765625,-79.38050079345703125,anonymous,EN,A1CYBYGWLZI29A,"I was competing for exceeds ratings for my direct reports.  Only a certain number are allowed in my department, and I had to make my case as to why my directs should have exceeds ratings vs. others.",,5,4,"Others had to make their justifications, and our boss had to decide who would get the exceeds ratings, and who would not.",4,1,2,3,6,5,1,2,5,1,2,1,1,1,1,5,1,4,1,1,1,1,1,5,1,2,2,2,3,2,43,2,1,4,,A1CYBYGWLZI29A,competitive,Andrew,he,him,his,He
2022-03-08 07:38:58,2022-03-08 07:49:39,0,68.118.242.145,100,640,1,2022-03-08 07:49:39,R_3kcf3u28FSwCneU,,,,,42.171905517578125,-72.47209930419921875,anonymous,EN,A2ES6NUID2CG04,,A coworker and I go thru the work that is left to be done for the day and pick which ones are appropriate for him to be able to finish in an acceptable manner with the time left in the day. We laugh and tell each other a few jokes while doing this to lighten the mood.,5,4,They chose jobs that were of priority and able to be completed that day.,1,2,4,5,6,6,1,2,5,3,3,1,1,1,1,5,1,3,1,3,1,1,1,5,1,4,5,5,2,4,58,2,1,3,,A2ES6NUID2CG04,cooperative,Andrew,he,him,his,He
2022-03-08 07:40:20,2022-03-08 07:49:40,0,174.130.58.172,100,560,1,2022-03-08 07:49:41,R_3erIrY82LMl4TOS,,,,,34.451202392578125,-84.1529998779296875,anonymous,EN,AQXC1EVIPJPNJ,,I have recently been in a group of volunteers that got items together for donation to our local No Longer Bound Shelter. It felt good to work together to get up items in our homes we could donate. I had such a good time working with these ladies.,5,5,We each helped each other to wrap our items and put them in the boxes. We then helped to load our boxes into the van.,1,2,5,5,3,7,1,2,5,2,2,1,1,1,1,5,1,4,4,4,1,1,1,5,1,2,2,1,1,5,52,2,1,3,,AQXC1EVIPJPNJ,cooperative,Jennifer,she,her,her,She
2022-03-08 07:41:28,2022-03-08 07:49:46,0,47.146.114.155,100,498,1,2022-03-08 07:49:47,R_2wTt0w0CzsoZrS0,,,,,33.739898681640625,-117.01509857177734375,anonymous,EN,A30FIJIJ2IJPAD,,"My family and I don't cook large meals alot.  Recently we made a big meal with steak, mashed potaoes, asparagus and other items.  My son was there and my boyfriend all helped.  We were working together and each doing our part.  We laughed and had fun - it was a very nice day and all the work got done / the dinner was great. ",5,4,"We each did a portion of the dishes,  my son peeled the potatoes,  my boyfriend got the steaks ready,   I prepared the asparagus.   Everyone worked together on a stuffing mix we were trying.   ",1,2,5,3,5,7,1,2,5,2,3,2,2,1,1,4,1,2,2,2,2,1,1,5,2,2,2,1,1,4,50,2,1,3,,A30FIJIJ2IJPAD,cooperative,Andrew,he,him,his,He
2022-03-08 07:44:54,2022-03-08 07:50:14,0,202.182.64.66,100,319,1,2022-03-08 07:50:14,R_3Iaj4BtAlQyBsj1,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A1X9JOMBRKX9RP,THIS IS VERY VERY GOOD SITUATIONS,,5,4,GOOD,4,1,6,7,6,6,5,2,4,4,5,4,5,5,4,4,5,4,5,4,5,4,5,4,5,2,4,4,4,5,34,2,2,5,I LIKE THIS STUDY,A1X9JOMBRKX9RP,competitive,Jennifer,she,her,her,She
2022-03-08 07:44:59,2022-03-08 07:50:23,0,172.58.176.62,100,323,1,2022-03-08 07:50:24,R_2VgdBScduTrDPic,,,,,32.776702880859375,-96.80500030517578125,anonymous,EN,A1SLCV4PLYB9GE,,I had to go to syracuse and stayed with friend. It was hard navigating around the house with two people.,5,5,"We said excuse me , were polite, and gave each other space.",1,2,1,1,7,7,2,4,5,2,2,2,2,2,2,2,5,2,1,1,5,3,3,3,3,2,3,3,3,5,45,2,1,4,,A1SLCV4PLYB9GE,cooperative,Jennifer,she,her,her,She
2022-03-08 07:34:42,2022-03-08 07:50:24,0,98.47.122.16,100,942,1,2022-03-08 07:50:25,R_1i4HVGZsQhaAuTu,,,,,37.782501220703125,-122.43499755859375,anonymous,EN,AIF0Z30PPNINF,,My friend and I were doing this computer project for the past 6 months. We were trying to make a server that can view different type of cryptocurrency. It was quiet sometime when we were actually got done with it and share it with our family and friends and in the social media.,5,5,We were very patient dealing with trial and error stage which is kina frustrating.,5,2,1,1,7,7,3,2,3,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,2,1,1,1,5,33,2,1,4,"The study was easy to understand. ",AIF0Z30PPNINF,cooperative,Andrew,he,him,his,He
2022-03-08 07:40:43,2022-03-08 07:50:32,0,73.242.99.223,100,589,1,2022-03-08 07:50:33,R_W3wzbQRxi6uf5E5,,,,,45.1692047119140625,-93.2487030029296875,anonymous,EN,AN6YB0JPS8RW,"I am currently in a situation where both myself and another are finishing home projects. There is competition in the timing, the money spent, and the amentities. This has become about who can do it better rather than efficiency and saving money. ",,5,2,"The competitive situation is manifesting in money spent and videos/texts about what the other is doing and what we should be doing, but may not be. It is taking what the other has done and trying to make it even better. ",4,1,3,5,1,5,1,2,5,2,2,1,1,1,1,5,1,2,1,2,1,1,1,4,2,2,1,2,1,3,43,2,1,5,,AN6YB0JPS8RW,competitive,Andrew,he,him,his,He
2022-03-08 07:35:06,2022-03-08 07:50:47,0,98.196.20.153,100,940,1,2022-03-08 07:50:48,R_eVA5kgsIqq66bZf,,,,,29.903594970703125,-95.3323974609375,anonymous,EN,A24L1U5Y2RJALV,,"We (a team of 6) were writing each of our separate subroutines for a software application that would be used to migrate the company's data to another system. Each of us had our own competencies and specialties that we brought to the table. In previous migration projects I had worked on at other organizations, such an environment would invariably break down toward the end of the project when all the subs were meant to work seamlessly together; having not been previously (properly) tested against each the other to confirm compatibility. In this team, however, after the first 2 subs were finished, they were tested. And after each person finished their respective subs thereafter, each was tested against the others (individually and as a full set of code). Ultimately, the project finished 6 months early with a successful migration, and we all got some pretty heady kudos from management/ownership, and some pretty hefty bonuses as well. It was one of the best teams I've worked with -- if not the best -- to date anyway!!",4,5,"The team, almost without saying it (we didn't have a meeting to specifically say ""let's test each phase as we finish each sub"") decided to do just that. Everyone brought their subs in for testing against previously completed subs, incompatibilities were found, corrected and a final sub was tested and approved. It wasn't always rose colored glasses. Some subs had to be heavily re-written, but -- more times than not -- others on the team threw-in to help do the re-write. It was just an awesome thing to watch actually.",3,2,2,3,4,6,1,2,5,1,1,1,1,1,1,3,3,3,2,3,1,1,1,5,1,2,3,3,2,4,52,1,1,2,,A24L1U5Y2RJALV,cooperative,Andrew,he,him,his,He
2022-03-08 07:40:57,2022-03-08 07:50:50,0,50.107.139.7,100,592,1,2022-03-08 07:50:50,R_3DuPiBtfBcp3fN2,,,,,41.29730224609375,-75.97460174560546875,anonymous,EN,A3I65SDKOXEG8Q,"My mother organized a scavenger hunt for the family this past Christmas eve. She made a list of 25 clues that we each had to figure out, then we had to take a picture of the item. Once we had all the items completed, we had to bring back the list to my mother, and show her the pictures. The first person to do this won $20, the second person won $10, and the third won $5. It took about an hour to do, and we had to go all over her property, and a few places that were about a mile or two away.",,4,4,People tried to be the first to find each item. People tried to mislead other people by driving off in the wrong direction. Sometimes people blocked the road in certain spots to make it harder for others to get around them.,4,1,3,2,3,7,1,2,5,3,3,1,1,1,1,5,1,4,3,1,1,2,2,4,2,2,1,2,1,5,43,2,1,4,,A3I65SDKOXEG8Q,competitive,Jennifer,she,her,her,She
2022-03-08 07:44:47,2022-03-08 07:51:07,0,71.161.124.82,100,379,1,2022-03-08 07:51:07,R_3RllEYnXxlsZ5iy,,,,,42.756500244140625,-72.0276031494140625,anonymous,EN,AZ6Y81K8K8OR,"At work I have been working towards a raise and working hard to get it, but one of my coworkers decided they also wanted a raise and worked on a new project which I wasnt involed in and they got the raise and I am still waiting. It just doesnt seem fair to me.",,5,5,They worked on a project I wasnt involed in.,5,1,6,6,2,6,2,2,4,5,5,4,4,4,4,3,2,4,5,3,1,4,4,2,4,2,3,3,1,5,60,2,1,3,,AZ6Y81K8K8OR,competitive,Andrew,he,him,his,He
2022-03-08 07:46:35,2022-03-08 07:51:18,0,73.98.42.182,100,282,1,2022-03-08 07:51:19,R_1C8VNbwnjoLlPZS,,,,,36.744293212890625,-108.1800994873046875,anonymous,EN,A2XS2OFYZKF9UW,The charge nurse position recently became open at work. Myself and other nurses were un-officially competing trying to get the position.,,5,2,"We tried to show our worth in the charge position, as well as undermine others. We attempted to make ourselves look ideal for the position, and that the others weren't a good fit.",4,1,3,3,5,6,1,2,5,2,2,1,1,1,1,5,1,4,2,1,2,1,4,5,4,2,1,1,2,4,33,1,1,4,,A2XS2OFYZKF9UW,competitive,Jennifer,she,her,her,She
2022-03-08 07:43:14,2022-03-08 07:51:28,0,202.182.64.16,100,493,1,2022-03-08 07:51:28,R_ehBCvAOyUc4MLTz,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A1DC5O5XEIMM1M,,my boss give a work to me . i am very busy that day because my friend is finished that work . my friend is helped to me.,4,5,my friend is helped me,4,2,4,6,7,5,4,2,3,5,4,3,3,4,4,3,3,4,2,4,3,4,5,4,3,2,3,5,4,4,42,2,1,5,nice study,A1DC5O5XEIMM1M,cooperative,Jennifer,she,her,her,She
2022-03-08 07:46:35,2022-03-08 07:51:31,0,107.11.236.27,100,296,1,2022-03-08 07:51:32,R_3IVGpnc83Lf0U9D,,,,,39.714202880859375,-84.13089752197265625,anonymous,EN,A2RABP508ZMDRV,,Having to plan an event for the owner of our company with other employees. It was a surprise event that took a couple months to plan.,5,5,We worked together to plan an event,1,2,5,5,3,7,1,2,5,3,3,1,1,1,1,5,1,4,2,1,1,2,2,5,2,2,1,1,1,5,32,2,1,3,,A2RABP508ZMDRV,cooperative,Andrew,he,him,his,He
2022-03-08 07:46:22,2022-03-08 07:51:38,0,100.6.20.251,100,315,1,2022-03-08 07:51:39,R_1oBWKxoET2rCpp7,,,,,40.4441986083984375,-79.9557037353515625,anonymous,EN,AJF1T7F16UM7H,,"Last week I had a discussion with my team about maintaining a positive attitude and working to support other team members and assist with work, even if it was not specifically assigned to them. It was well received and my team worked more cohesively than ever this week ",5,4,"Engaging more in working together. Communicating more clearly ",1,2,4,5,4,3,1,2,5,2,3,1,1,1,1,5,1,2,3,2,1,2,3,4,2,2,3,3,1,5,29,2,3,4,,AJF1T7F16UM7H,cooperative,Jennifer,she,her,her,She
2022-03-08 07:48:03,2022-03-08 07:51:39,0,73.133.196.251,100,216,1,2022-03-08 07:51:39,R_25MYJh6ePIcwtsk,,,,,38.9635009765625,-76.96720123291015625,anonymous,EN,A22DA00FV7QEX6,"I recently took the NY Bar examination. The examination was in person and was a very cut-throat competitive environment. A lot of people were on edge because we are all curved against each other. Many people were visibly nervous. ",,5,5,"Keeping to themselves, unfriendly, stressed, last-minute cramming",4,1,3,3,6,6,2,2,4,3,4,2,2,2,2,4,2,3,4,2,2,2,2,5,2,2,4,2,2,4,26,2,1,6,,A22DA00FV7QEX6,competitive,Jennifer,she,her,her,She
2022-03-08 07:38:55,2022-03-08 07:51:53,0,71.192.129.104,100,777,1,2022-03-08 07:51:53,R_1LnhG7AXwm7E01X,,,,,42.1300048828125,-72.5803985595703125,anonymous,EN,A2O0B9KWB7RSTO,,THIS SITUATION WAS A TRADE SHOW EVENT THAT I WORKED ON WITH MY COWORKERS. EVERYONE WORKED TOGETHER WELL TO MAKE THE EVENT HAPPEN. EXTRA EFFORT WAS PUT IN BY ALL,5,5,EVERYONE PUT IN EXTRA EFFORT TO MAKE SURE THAT THE COMPONENTS THEY WERE RESPOSIBLE FOR WERE DONE IN TIME. NO ONE COMPLAINED.,1,2,2,3,6,7,1,2,4,3,3,2,2,2,2,5,2,3,3,2,2,3,4,3,4,2,2,1,1,5,53,2,1,4,THANK YOU,A2O0B9KWB7RSTO,cooperative,Jennifer,she,her,her,She
2022-03-08 07:44:47,2022-03-08 07:51:58,0,24.59.55.40,100,430,1,2022-03-08 07:51:58,R_1hYC0MB1cPvFWe2,,,,,42.44439697265625,-76.4925994873046875,anonymous,EN,A2QCYG8KDUKH8Z,,"I was involved in helping college students move in and acclimate to their new surroundings at the beginning of the semester. I worked as part of a team, dispersing information and helping where needed. Our goal was to make things move as smoothly as possible.",4,3,We worked together to ensure students were getting the right information and what they needed to do. Coordination was key to make sure it was done effectively.,1,2,3,2,6,5,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,1,1,1,3,32,1,4,4,,A2QCYG8KDUKH8Z,cooperative,Andrew,he,him,his,He
2022-03-08 07:32:38,2022-03-08 07:52:01,0,174.64.9.139,100,1162,1,2022-03-08 07:52:01,R_VVHMxKKFbHtQox3,,,,,30.404205322265625,-91.143096923828125,anonymous,EN,A1FYMTQ3YSEOQ9,"The most competitive situation that I've been during the last 12 months was when I was applying for a new job. I knew some of the people who were applying for the same job and was looking for ways to make myself look better than them even if it meant making them look worse. ",,5,5,People applying for the job who were asking about other applicants didn't speak very highly of them.,5,1,7,6,1,4,1,2,5,1,1,1,1,1,1,5,1,1,2,1,1,1,1,5,1,2,3,3,3,2,31,1,2,4,,A1FYMTQ3YSEOQ9,competitive,Jennifer,she,her,her,She
2022-03-08 07:43:35,2022-03-08 07:52:02,0,173.75.8.230,100,507,1,2022-03-08 07:52:03,R_2WCo9i8p4cYXxDn,,,,,40.3964996337890625,-80.04419708251953125,anonymous,EN,A2EOMP0EJUE36Q,,"In the last 12 months, the most cooperative situation I have been in is during my works year end for our government. During our year end, we everyone from all the depts of our company have to work together to be able to get out reports and data processed before the governments end of year financially. We all take on a lot of extra work to ensure that its all completed and correctly. We know how much everyone is working and we all are just very kind and understanding of the work we are all asking of eachother to get this important task completed.",5,4,"We all had to interact and cooperate to manage our data and bids, going over our contracts with each other and validating the invoices for very large purchases",5,2,5,5,6,7,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,5,1,2,4,3,1,4,26,1,1,3,"none, thank you",A2EOMP0EJUE36Q,cooperative,Andrew,he,him,his,He
2022-03-08 07:47:02,2022-03-08 07:52:28,0,68.57.113.150,100,325,1,2022-03-08 07:52:28,R_ePvffEkicBQYdmF,,,,,35.9375,-84.072998046875,anonymous,EN,A1EQN91S6T820I,"I ran in a highly competitive road race a few months ago.  Everyone was trying to outrun the other participants.  It was a solo event, so the pressure was all on the individual to push themself.",,5,5,They tried to outrun the other participants.,5,1,3,2,5,6,1,2,5,3,3,2,2,2,3,5,1,4,4,3,2,2,2,4,2,2,3,2,1,3,36,1,1,4,,A1EQN91S6T820I,competitive,Jennifer,she,her,her,She
2022-03-08 07:34:47,2022-03-08 07:52:31,0,45.61.168.43,100,1064,1,2022-03-08 07:52:31,R_POsGzGx1iVa6aRz,,,,,40.78759765625,-74.05999755859375,anonymous,EN,A1FDFJCZ4B5N9S,,It should be really great to do.,4,4,They should develop themselves towards a good society.,4,3,4,4,5,4,3,2,4,2,3,3,2,3,1,2,1,4,5,4,2,4,3,2,2,2,1,4,5,5,25,1,1,4,,A1FDFJCZ4B5N9S,cooperative,Jennifer,she,her,her,She
2022-03-08 07:34:06,2022-03-08 07:52:39,0,75.46.37.166,100,1112,1,2022-03-08 07:52:39,R_22tsTU42kBIqkq1,,,,,30.9459075927734375,-83.249603271484375,anonymous,EN,AZ2DTQJ389K96,,"A cooperative event that has happened in the past 12 months for me would probably be working on a Cricut project with my brother and my mom. I went to visit them and brought my cutting machine and we waited last minute, the day before I was leaving, to start working on labels for her pantry items. Me and my brother were on two laptops working on separate projects simultaneously so that we could get more done, while my mother measured all the tupperware so we could scale the labels accurately.",4,2,It was a collaboration between three people. My brother cooperated in that I showed him how to use Cricut Design Space and he helped with it. Meanwhile my mother was cooperative in measuring the tupperware and coming up with the label names. I set up the vinyl and cutting machine and found a font she liked and typed out the labels.,1,2,3,3,2,7,1,2,5,2,2,2,1,1,1,5,1,4,1,2,1,1,1,5,1,2,4,2,4,2,28,2,2,3,,AZ2DTQJ389K96,cooperative,Jennifer,she,her,her,She
2022-03-08 07:48:37,2022-03-08 07:52:40,0,74.75.236.130,100,242,1,2022-03-08 07:52:40,R_2uPAciHV9s14V9T,,,,,44.3737945556640625,-68.2447967529296875,anonymous,EN,A2Z4AGKOD6ZOFC,,My friend was starting up a new growing business consisting of fresh produce and flowers. Me and several other friends helped construct greenhouses and get the first plantings in.,5,5,"We all volunteered our time to help build these greenhouses, and stopped by to do plantings to get the growing season started.",1,2,4,2,6,6,1,2,5,2,3,1,1,1,1,5,1,3,3,2,1,1,1,5,1,2,2,2,1,5,32,1,1,4,,A2Z4AGKOD6ZOFC,cooperative,Jennifer,she,her,her,She
2022-03-08 07:48:01,2022-03-08 07:52:48,0,66.30.30.92,100,287,1,2022-03-08 07:52:48,R_1gFPf1F7sRnO2Hu,,,,,41.7165985107421875,-71.143096923828125,anonymous,EN,A1UMQ35R4FM5ER,,The most cooperative I have felt in the past 12 months is when I had to complete a senior design project with my group last spring before graduation. I was the project manager and I was responsible for evenly distributing tasks.,5,5,People in my group were always willing to help out whenever I needed them to do something extra or outside the scope of their work.,2,2,5,5,5,3,2,2,4,3,3,2,3,2,2,4,1,4,4,2,2,3,4,4,4,2,2,2,2,4,22,1,1,4,,A1UMQ35R4FM5ER,cooperative,Jennifer,she,her,her,She
2022-03-08 07:42:28,2022-03-08 07:52:54,0,140.190.51.80,100,625,1,2022-03-08 07:52:54,R_OdRxkdM6kZZ8Dol,,,,,44.5547943115234375,-92.54669952392578125,anonymous,EN,A1KF17L7WOQFN0,,A group of people I work with changed their ownership of a company and I helped them with some organizing of forms and procedures.  The two new owners did most of it but we all pitched in together to try to make the work more efficient so this change would go smoothly.  One of the group didn't agree with the others and eventually left.,5,2,"Most of the people worked together to create new forms and set up new procedures such as a credit card machine, questionnaires and checklists.",3,2,3,5,6,7,1,2,5,3,3,1,1,1,1,4,1,3,3,3,1,2,2,4,2,2,1,1,1,5,69,2,1,4,,A1KF17L7WOQFN0,cooperative,Andrew,he,him,his,He
2022-03-08 07:49:10,2022-03-08 07:53:12,0,67.185.137.90,100,242,1,2022-03-08 07:53:13,R_3D8AjP3Hu25OVPu,,,,,47.634796142578125,-122.34510040283203125,anonymous,EN,A333TJ4H6MIW3I,,"At work, working on a team project around diversity and inclusion. We all worked together towards building a training program. Everyone was very positive and collaborative.",5,4,We each had a role in creating a training program. We created content for each other and reviewed it together and gave constructive feedback to each other.,1,2,4,5,5,5,1,2,5,1,1,1,1,1,1,5,1,1,1,1,1,2,2,5,3,2,3,3,3,3,45,1,1,4,,A333TJ4H6MIW3I,cooperative,Jennifer,she,her,her,She
2022-03-08 07:43:26,2022-03-08 07:53:32,0,202.182.65.95,100,605,1,2022-03-08 07:53:32,R_2wib5672y2mOsx3,,,,,40.7682952880859375,-73.98020172119140625,anonymous,EN,A1OCP9AVM0ZOND,"the standing of an organisation in its markets, relative to its competitors, when all players are described in terms of their size, resources, capabilities, product range and quality, marketing strategies, opportunities, goals, intentions, behaviour and similar variables.",,5,4," Robust competition is critical to preserving America's role as the world's leading economy. Yet over the last several decades, as industries ",5,3,6,6,7,7,5,2,4,5,5,5,4,3,4,3,4,4,2,5,3,5,4,5,3,2,5,3,4,5,41,2,1,5,The survey is very intresting.,A1OCP9AVM0ZOND,competitive,Jennifer,she,her,her,She
2022-03-08 07:45:51,2022-03-08 07:53:38,0,174.203.211.201,100,466,1,2022-03-08 07:53:38,R_2Y8TS1i8yCTxaoE,,,,,35.291595458984375,-80.820098876953125,anonymous,EN,A3ATP68QIJ60TJ,,"I gave birth. It felt like my husband, my doula, my midwives answer nurses were all incredibly focused on helping me safely birth my daughter. It was so cooperative because everyone was engrossed in the same goal and doing all they could to reach it. ",4,5,"They knew what the goal was, they only focused on that goal for the entirety of the task and they quickly adjusted what they were doing to help each other reach the goal. ",1,2,4,3,6,7,1,2,5,2,2,2,1,2,1,5,1,2,2,1,1,1,1,5,1,2,2,3,3,5,29,2,1,5,"Thanks ",A3ATP68QIJ60TJ,cooperative,Andrew,he,him,his,He
2022-03-08 07:48:42,2022-03-08 07:53:45,0,72.180.132.22,100,302,1,2022-03-08 07:53:45,R_1r6uW9DyNAHIjFT,,,,,26.1616973876953125,-97.99559783935546875,anonymous,EN,A3CW3HM9HVNVK,,"This would have to be when my laboratory group was able to figure out the experiment we were going to be performing, and successfully get input from every member on how to proceed with it.",4,2,We pooled together everyone's ideas and tried to assess how we should approach the situation. Everyone's ideas were valuable to us being successful.,1,2,6,5,4,5,1,2,5,1,2,1,1,1,1,5,1,1,1,1,1,1,1,5,2,2,3,2,3,4,21,1,3,3,,A3CW3HM9HVNVK,cooperative,Andrew,he,him,his,He
2022-03-08 07:47:31,2022-03-08 07:53:46,0,161.11.160.136,100,374,1,2022-03-08 07:53:46,R_22kVjwfHFhTP6Xa,,,,,42.6551971435546875,-73.802001953125,anonymous,EN,A29CCD6DOOQCGB,,"A friend of my son's was diagnosed with Cancer. The whole community came together to have a fund raiser to help the family with money for treatments. ",4,4,"Some people offered services, while others donated goods or made food. Everyone contributed something. ",1,2,2,3,6,7,1,2,5,2,3,2,2,2,2,4,2,3,3,3,2,2,2,4,2,2,2,2,2,5,38,2,1,5,,A29CCD6DOOQCGB,cooperative,Andrew,he,him,his,He
2022-03-08 07:48:09,2022-03-08 07:54:05,0,73.136.41.19,100,356,1,2022-03-08 07:54:06,R_3rSVtUXpJWdDcUc,,,,,29.5717926025390625,-95.13050079345703125,anonymous,EN,A2P7GWHUZHKYRM,,"At my place of employment, I worked with co-workers to plan and implement a large event. It was a large undertaking. Not only did every person take care of their responsibilities, they worked with others to make sure everything was done well so the event would come together in a seamless fashion.",5,4,People cooperated with each other by identifying needs and making themselves available to meet those needs.,1,2,2,5,5,7,1,2,5,3,2,2,2,1,1,5,1,2,4,3,1,2,2,4,4,2,1,1,1,5,38,2,1,5,,A2P7GWHUZHKYRM,cooperative,Jennifer,she,her,her,She
2022-03-08 07:49:51,2022-03-08 07:54:11,0,73.24.83.53,100,259,1,2022-03-08 07:54:11,R_083xfiSvuyrLmWl,,,,,28.927398681640625,-81.981903076171875,anonymous,EN,A150DWXSZAR19L,I had to fight hard to prove myself during an internship. everyone was trying to secure a job and I was able to do it.,,4,3,everyone was working hard to look the best.,3,1,6,6,3,4,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,2,2,2,4,3,24,2,1,4,,A150DWXSZAR19L,competitive,Andrew,he,him,his,He
2022-03-08 07:44:46,2022-03-08 07:54:28,0,71.195.51.21,100,582,1,2022-03-08 07:54:28,R_1IXKrE9l4bFaNZY,,,,,45.0800018310546875,-93.02269744873046875,anonymous,EN,A3IYUN2EWCO16R,,"In IT there is a bunch of various issues that can arise and well, one of them happened to be ransomware from a users laptop. This user was allowed to bring it home with them and thus, at some point, connected to their own Wi-Fi and did some browsing outside of work use.",5,4,"This proceeded to lock all our files and shares on the network drive when she docked it for normal use in the office, our team of 4 then spent the next 13 hours repairing, recreating and restoring our network shares which basically housed anything relating to employees daily work. While it did drag down the business day, we were up and running like nothing happened the next... mostly due to the cooperative effort of getting our backups secure and off the network so they weren't hit as well.",1,2,4,4,3,5,2,2,4,5,4,3,2,3,3,5,2,5,4,2,3,3,2,4,3,2,1,1,2,4,32,1,1,3,,A3IYUN2EWCO16R,cooperative,Jennifer,she,her,her,She
2022-03-08 07:50:45,2022-03-08 07:54:30,0,172.58.63.18,100,224,1,2022-03-08 07:54:30,R_3GePg2TcLepELrB,,,,,39.738800048828125,-104.9868011474609375,anonymous,EN,A22NOFI89P0O9A,,That was when friends helped me install a new roof,3,2,They worked together,3,2,3,6,5,4,3,2,5,4,4,3,3,3,3,2,3,3,4,3,4,4,3,3,4,2,5,2,4,3,43,1,1,3,,A22NOFI89P0O9A,cooperative,Andrew,he,him,his,He
2022-03-08 07:47:27,2022-03-08 07:54:52,0,74.128.24.2,100,444,1,2022-03-08 07:54:52,R_27gpNs4aws6uG3L,,,,,40.2738037109375,-81.86620330810546875,anonymous,EN,A1KZ0KE93WNN5O,"I went to a retail store that had a first come first serve sale. It was madness as everyone was trying to find premium retail products. I don't think I will do that ever again. ",,5,4,"After the store opened people were let in a group of 50 at a time. Premium high dollar value products were hidden amongst regular merchandise. Everything in this store cost five dollars each. ",5,1,6,6,5,6,3,2,2,5,5,4,4,4,3,2,3,4,5,5,2,4,4,2,4,2,5,4,4,5,54,2,1,3,,A1KZ0KE93WNN5O,competitive,Andrew,he,him,his,He
